username,comment,image,star,time,idProduct
v*****9,"đóng gói chắc chắn, shop tư vấn tốt. Máy nhỏ gọn nhẹ, chạy mượt, tốt trong tầm giá, có điều không tìm mua được ốp lưng và kính cường lực phải đặt mua trên mạng.",,5,1607521147,4460537443
r*****g,Giao nhanh dong goi can than tot tot tot tot lăm luon. Se ung ho tiep theo,,5,1608951307,4460537443
2sfl1zkg7w,Rjdjnz d kdebsisks kdoejrbdk ksksbeek ksksnssnsk kskdndkeke kdkdnbddhdjke ksksndndjd jdkdkdnekejedj hdjd,,5,1607506563,4460537443
ngoc_anh1509,Hàng giao nhanh. Sản phẩm tạm ổn. Phù hợp giá tiền.  Hi vọng là dùng tốt,,5,1609777594,4460537443
duongconuong96,Hàng quá là ok ạk. Mua đt trên mạng ai bit cũng cười trêu. Mình thấy bt mà sao lại cười nhỉ,,5,1610987607,7659194604
nhatnguyenviet97,Màu ko đẹp lắm,,4,1610600193,7659194604
caolanh72,Shop giao hàng nhanh. Hàng nhìn đẹp. Đầy đủ phụ kiện. Hy vọng sài ok. Sẽ ủng hộ shop nếu có mua lần sau,,5,1610015276,7659194604
miucon14,Shop giao nhanh và đầy đủ phụ kiện. Tạm thời thấy máy chạy rất mượt. Chụp ảnh nét luôn,,5,1607575020,7659194604
myhuongnt,,,5,1610767251,7659194604
minhduongkhang,,,5,1610704469,7659194604
b*****4,"Nhận đuoc đt, mua cho mom rất thích, dùng chưa thấy lỗi gì....",,5,1608473960,4737194401
ayephnq,Đã nhận được hàng gần 1 tuần nhưng giờ mới đánh giá... máy OK !,,5,1608641831,4737194401
trankimchi92,"Điện thoại mình cảm giác màn hình ko được sáng lắm, ánh sáng vàng ,bin 6000 nhưng tương đương với a 20s bin 4000,ko biết máy máy có vấn đề gì ko nữa",,5,1607820037,4737194401
quynhvu321,"Điện thoại dùng ổn trong tầm giá.  Chỉ có sạc đi kèm,  ko có tai nghe, ...",,5,1607750536,4737194401
0jmwjjs47s,Jsjxjxjsnsjdjdjsjskxusjsjsjsjsixjdnsjxkdjsndkxkdjsjdd,,5,1608030013,4737194401
t*****0,"Điện thoại khá ổn, lứơt mựơt, giá cả phù hợp vì mua được giá flash, có điều cài đặt hơi lâu :)) vì lần đầu mua đt online ",,5,1609858761,4737194401
vn8718_20041,Hàng chính hãng giá rẻ hơn là mua trực tiếp còn có voucher của shopee flash sale của samsung. Đã dùng điện thoại gần 1 tháng thấy ổn,,5,1609671196,4737194401
n*****9,"Hàng chính hãng giá 3tr790! ĐT đẹp, giao hàng nhanh Niêm phong tốt. ",,5,1606913955,4737194401
quynhanh8300,"Máy dùng ok trong tầm giá mua 3695k. Hàng chính hãng, cám ơn shopee và samsung",,4,1610028340,4737194401
baokhangcc,Tốt ,,5,1607618501,4737194401
c*****y,Sản phẩm giao cẩn thận. Hai bên đồng kiểm an tâm.  Màn hình to. Cam loa chấp nhận đc trong tầm giá để mình xài thử xem sao,,5,1608394768,4737194401
thuongtuyen28042002,Máy pin cực kì yếu mặc dù thấy ghi pin 6000 nhưng rất yếu dùng liên tục đc gần 2h là hết pin yếu hơn cả con lg 7 mình đang dùng mình yêu cầu đổi máy khác shop không chịu chán luôn.shop ghi là hcm nhưng lại gửi từ hn quá thất vọng,,1,1608377266,4737194401
anhnt789,"Máy chất, chủ shop nhiệt tình. 5**************************",,5,1600263691,2261315595
idhwzc_mke,"Sản phẩm rất ok giao hàng nhanh camera ngon tất cả đều tuyệt vời
",,5,1602480149,2261315595
0*****h,Lười chụp nhưng đt ok nha. Cho shop ngàn sao ✨ nsnssnsjshshshshshshsshshsh,,5,1598530485,2261315595
lelamheo,"Thật xự thất vọng về shop
Mua lần 2 nhưng k ngờ shop giao cho mình một con máy mất áp 
camera thì lúc bị mất lấy nét lúc được lúc không
Nhắn tin thì thấy shop k trả lời 
Ae nên cẩn thận khi mua ạ",,1,1598331487,2261315595
dat19042003123,"Lúc đầu mình đặt máy trắng 99.9 % 128GB shop liên hệ nói hết, gửi mình may đỏ 256GB mình cũng chịu nhưng cuối cùng lại giao máy bị trầy mặt lưng nhiều, bong sơn viền cam, mặt trc màn hình phía dưới thì bị vỡ nhẹ. Mình nhắn thì shop bảo là có trầy bao nhiêu đâu. ",,1,1610889704,2261315595
fesmaj,Nói chung em đt ẻm ngon không còn gì để bàn luôn 🤧,,5,1610772168,2261315595
anhvuzin,Ok,,5,1607041972,3215606112
xuan.bgg,"rất tiếc không có nhận diện khuôn mặt 
",,5,1604275785,3215606112
phong303,"Máy nguyên seal , đóng gói ok . Giá 1750k 2gb quá ok . Nếu còn sẽ ủng hộ tiếp ",,5,1605437424,3215606112
xoe1111111,Tốt,,5,1605750977,3215606112
hoangkt1997,Hàng dẹp luôn luôn là không phải không,,5,1602551229,3215606112
ngocduyq1,Mình đang dùng 1 đt nên k có ảnh.. Đt thì chất lượng khỏi bàn ha.. Đóng gói kĩ càng.. Có đạp lên cũng k móp đc hộp đt luôn.. Giao thì nhanh 1 đến 2 ngày là tới,,5,1604714232,3215606112
bichphuong1607sg,"Máy cực kì đẹp, giao hàng đóng kín chắc chắn. Chủ shop phản hồi và tư vấn cực kì nhanh, mua về lắp sim vào là OK ngon lành luôn. Tóm lại là nên mua nhé mọi người",,5,1610382440,2261315595
thuynga7382682,"Chủ shop nhiệt tình. Hàng giao nhanh, máy rất đẹp. Đây là lần thứ 2 mua của shop rồi. Sẽ tiếp tục ủng hộ shop:))",,5,1609392520,2261315595
quangdzahihu,"Sau vài ngày dùng máy , mình thấy máy shop bán mượt , nguyên zin , không thấy lỗi lầm gì , pin 87% , shop giao hàng nhanh , tư vấn nhiệt tình , mn nên mua !!!",,5,1608022139,2261315595
nguyenanh1999kxtq,"Hàng đẹp mọi ng nên mua 
",,5,1606975746,2261315595
kimdung2910,"Máy oceeee lắm nhaaa
Mới dùng được 3/4 day mà thấy mọi thứ đều oceee nhaaa
Còn về sau như nào thì ch biết ạ :))) của bền tại mih ạ 
Nếu trong thời gian còn bảo hành có gi hỏng hóccc mong shop nhiệt tình bảo hành máy ạ 🥰🥰😍😍🥰🥰🥰🥰",,5,1603373702,2261315595
ntnmnnl,"Ghép sim không được, đang đợi anh chủ gửi sim ghép khác khắc phục. Điện thoại thì ngoại hình rất bóng bẩy, pin còn 81% nhưng dùng thấy cũng trâu trâu. Sẽ quay lại sửa đánh giá nếu ghép sim được 😌. Mua cái sim ghép khác lắp vào done luôn",,5,1602898749,2261315595
menhana07,Máy OK lắm luôn . Shop tư vấn nhiệt tình . Pin 100 luôn yêu shop ❤️❤️ se se ung ho lan sau,,5,1609686729,2261315595
van.tan0777,Mik cập nhập lên phiên bản 14.3 r nhưng vẫn chx lắp sim đc  mong shop giúp đỡ mình,,5,1610958434,2261315595
copcop444443,Very good ,,5,1609460903,2261315595
anhminhts,Chất lượng khá ok ,,5,1609585266,2261315595
l*****1,5 sao,,5,1608996714,2261315595
mimh389,like,,5,1607929958,2261315595
kietphuchai,"Sản phẩm tốt, sử dụng rất ok, camera rõ quá, chụp hình chân thực, nhìn rõ từng nốt mụn.",,5,1607177301,3215606112
diemdang333,"Sp rất đáng tiền , đóng gói rất chắc chắn,😍😍😍
(Lười chụp ảnh 😂)",,5,1605264124,3215606112
v*****5,"Ngon quá anh ơi
Mượt nữa liên quân max settings đầu
Pubg chưa test 😂😂",,5,1600870527,3215606112
ngoc307309,Bắt wifi quá yếu loa thì nhỏ còn lại mọi thứ chờ dùng một thời gian nữa mới biết ,,4,1602216375,3215606112
daodyynam97,"Sản phẩm mới nguyên rất đáng tiền 🤣🤣🤣🤣 giao hàng ra bắc nên hơi xa chút nhưng mình rất tin người trong nam bán hàng

",,5,1596013714,3215606112
c*****4,"Dien thoai rat tot nhan vien tu van ki cang tung chi tiet 1,gói hang chac chan,hang nguyen seal,neu nhu co mua dien thoai lan sau thi shop nay là shop minh se mua,do dang su dung 1 dien thoai nen khong the chup anh duoc,sorry mn",,5,1595118320,3215606112
ntktphuong2106,Mọi thứ đều ok chỉ có cái nút nguồn nó bị lỏng rớt ra ngoài không biết e được đổi không ạ. Hay có cách nào khắc phục không ạ,,5,1595822053,3215606112
dailao01,Máy rất ok...! Đáng giá tiền..! Nhưng thời gian bảo hành hơi ảo.^^,,5,1609860679,3215606112
quocphongfx,Giao hàng nhanh ! Sản phẩm nguyên seal ,,5,1610698005,3215606112
ngodinhdiem92,,,5,1610538367,3215606112
longnguyen045,"Sản phẩm ok mượt tuy nhiên sau 1 tuần sử dụng thấy mạng hay bị mất sau mấy giây có lại nếu có bản cập nhật sửa lỗi wifi thì ok nói chung hài lòng 
Chủ shop dễ thương 5sao",,5,1606637398,3215606112
thienha377,Mới sài được vài tiếng chưa phát hiện có vẫn đề gì.,,5,1609466074,3215606112
tmlduc123,Chủ shop thân thiện:))) tai nghe thích âm thanh sống động rất phù hợp với giá,,5,1608375207,2759191741
n*****9,"Chất lượng âm thanh tốt, dung lượng pin nhiều, xài  cả ngày không hết pin, rất đáng mua",,5,1609548139,2759191741
t*****p,Udhhdhdidjhdhdunxhxuxjxhhxbbxujdbxhxhbxjxjhxhxbxbhxhtoots,,5,1610844338,2759191741
j3004,,,5,1610697517,2759191741
_h09qciwqqz3csk8jctci8ecy_bu,Nghe vài hôm tai nghe cái đc cái không nhưng qua 3 ngày r k thể đổi trả đc nữa nên đành thôi pin trâu,,5,1608970679,2759191741
1bui2cong3tu4,"Cảm ứng hơi khó dùng 1 chút! Âm thanh tạm được! Nói chung là tiền nào của ấy! Không chê bai gì
",,5,1608818124,2759191741
t0thanhlu0ng,"Sản phẩm chất lượng, đóng gói cẩn thận, giao hàng hơi chậm. Dùng thử mọi thứ đều ổn không có vấn đề   gì. Gửi số imel tới 6060 xem trạng thái kích hoạt bảo hành điện tử nhưng chưa thấy phản hồi. Chat vs shop cũng không thấy trả lời... ",,4,1608268601,4737194401
t*****3,Lần đầu tiên mua online với số tiền lớn vậy. Điện thoại dùng rất ok. Rec cho mấy bạn nên mua,,5,1609597475,4737194401
l*****0,"Giao hàng cực nhanh, đóng gói cẩn thận, có điều không biết phải kích hoạt bảo hành như thế nào, phiền shop hướng dẫn",,5,1610684674,4737194401
t*****0,Hàng chất lượng. Hộp còn nguyên niêm phong. Mẹ mình rất thích ạ,,5,1608978060,4737194401
maimobifone,"Chính hãng... Samsung giá ok...mình chỉ sử dụng thông thường nên cảm thấy pin tốt xài từ sáng tới tối.... Dòng cảm ứng, chụp ảnh ok 👌",,5,1608646270,4737194401
ly18042001,"Lần đầu mua điện thoại online. Chất lượng tốt,gói kĩ, giao nhanh gọn lẹ. Giá cũng oke . Nói chung được, bền không thì chưa biết",,5,1608365094,4737194401
lequanghuy56,,,5,1610784939,2759191741
q*****1,"Đóng gói cẩn thận, giao hàng nhanh, shop trả lời tin nhắn nhanh, tai nghe ổn, phù hợp với giá tiền. Nếu có mua lần nữa sẽ lại ủng hộ shop ạ. ",,5,1609753777,2759191741
p*****h,"Quá'ss đỉnh'ss ạ. Hàng ko bị móp méo gì, âm thanh êm tai, kết nối dễ....ko biết có bền ko. Đáng tiền nha mn",,5,1610189767,2759191741
ngocdiep197,F7uffdttdt8gyogo7rucuruvc3uruiuuhitghjjjttifucfufd7if,,5,1610762556,2759191741
hangchu2112,Phù hợp với giá tiền. Hàng ship hơi lâu. Kết nối tìm mãi mới đc. Ưng cái là cảm ứng nhậy ,,4,1610713983,2759191741
h*****1,"Giao hàng nhanh
Gói đẹp, chắc chắn và cẩn thận
Sản phẩm dùng tốt, okkkkkkk",,5,1610704016,2759191741
thamkem_96,"Chất lượng sản phẩm tuyệt vời
Đóng gói sản phẩm rất đẹp
Ok chất lượng nha",,5,1608546043,2693593903
thamkem_96,"Điện thoại mình nhận được khá ok, mua với giá 2690k được sale nên thấy rẻ hơn bên ngoài rùi",,5,1608474249,2693593903
n*****d,"Mình chưa dùng mới đập hộp thôi, giao hàng nhanh và cẩn thận. Hy vọng dùng tốt ",,5,1608123944,2693593903
nguyentinhnhi2001,Giao hàng nhanh. Nhưng máy gọi video zalo thì nói bên kia khônh nghe đc. Kj biết lỗi gì. Mong shop hỗ trợ,,5,1608227493,2693593903
maiibupbe1206,,,5,1607327212,2693593903
tra2412.2002,Ucudyfidudididfyopkdghikknbcdsgjkkbvxsdvjkfghhhvcdg,,5,1608219212,2693593903
w*****l,"Chất lượng sp tuyệt vời, shop đóng gói hàng chắc chắn, thời gian giao hàng nhanh",,5,1608914840,2759191741
c_viet2009,".................................................
.
.....
.................",,5,1610036215,2759191741
voquangtinhaa,Sản phẩm được thiết kế đẹp nghe rất tốt cho shop 5☆❤❤❤❤❤❤,,5,1608779589,2759191741
lb.ngoc,"Mới dùng chưa biết như nào nhưng thấy mẫu mã okkkk, hợp giá tiền. Mong là pin trâu xíu ksjsjjdgxggvbjsnnsbjsnsbsbbsbdnjdmdndndnmdndnmdkdnndbbdnfnfnjfk",,5,1610597130,2759191741
besume,Mua 3 lần rồi dùng ok lắm !!!!!!!!!!!! ...................,,5,1610606740,2759191741
kitjuzz1802,Okhgggggghhhhhhjjhgujguihgyuuhgggggggggghhhhhhhhhggttgggffggf,,5,1609159528,2759191741
hiendieu90,,,5,1610616765,7659194604
depxopbinhduong,,,5,1610608497,7659194604
tuanngoc426,,,5,1610418400,7659194604
lethibehien01,"Bộ sản phẩm bao gồm điện thoại Samsung Galaxy A10s, bộ dây sạc điện thoại và giấy HDSD.

Thông số kỹ thuật Samsung Galaxy A10s:
Màn hình: màn hình vô cực Infinity-V 6.2” HD+ (720 x 1520 pixels)
Tỷ lệ khung hình: 19:9
Camera: 
2 camera sau
– Camera chính: 13 MP, f/1.8
– Camera xóa phông: 2 MP",,5,1610624591,2693593903
sina.2212,"Điện thoại tốt, chất lượng tuyệt vời, shop gói hàng chắc chắn, giao nhanh.",,5,1608009540,2693593903
depxopbinhduong,Tuyệt vời iiiiiiiiiiiiiiii,,5,1608175338,2693593903
binhtam1234321,"Máy đẹp, dùng tốt, giá rẻ, nhân viên giao hàng thân thiện",,5,1607408711,2693593903
thutham_88,"Bộ sản phẩm không có tai nghe nên cảm thấy thiếu sót và hụt hẫng. Màu xanh đẹp, máy chưa dùng nên chưa biết mạnh yếu ntn. Hy vọng sẽ ổn. Mua 2.500k nên cũng hài lòng",,4,1608979979,2693593903
dovantan90,Chất lượng sp ok. Shop giao hàng nhanh chóng. Sp dùng rất ổn áp,,5,1608604273,2693593903
o*****v,"Thời gian giao hành nhanh, đóng gói sản phẩm đẹp và chắc chắn. ",,5,1608454720,6230153207
c*****9,Sản phẩm chính hãng samsung. Đóng gói tốt. Giao hàng nhanh. Hàng nguyên seal.,,5,1607344592,6230153207
ngoccanhh0610,"Ok ha, mua hộ nhưng khá là ok, dùng ổn, vừa giá tiền , hihi.....",,5,1605837094,6230153207
thienvy0911,"Shop gói hàng kỹ
Giao hàng nhanh
Sản phẩm nhận được giống shop mô tả
Tư vấn tốt.",,5,1602566544,6230153207
hdhuynhduyen88,"Hàng mới
Giao hàng nhanh
Đóng gói kĩ
Giá ok
Bảo hành ko biết đến hãng được ko",,5,1601906965,6230153207
hien_14504,Đt giống miêu tả nhưng về phần chỉnh ánh sáng màn hình mình k bt làm sao nó cứ tự tụt ánh sáng xuống xong tăng ánh sáng tự động khi đang chụp hình:((((,,5,1604222793,6230153207
d*****9,àgbkklvjkjghcvklbktsgrikgjfdjhdtjoyiyititotuyoydurupityeoyukgj,,5,1608101404,2693593903
tx5300,Hàng uy tín oke. Đóng gói kĩ càng. Vận chuyển khá nhanh.5 sao,,5,1604845789,2693593903
0303gri,chất lượng sp tốt. shop giao hàng nha. mua giá rẻ nên thấy ổn so với giá,,5,1604507576,2693593903
nhimthoxinh4812,"Máy đẹp...giao hàng cẩn thận....giá rất iu....đt mua tặng cho ba má lớn tuổi sử dụng rất tốt....
Không có sẵn hình ảnh nên sử dụng hình ảnh không liên quan lắm.",,5,1603678560,2693593903
d*****4,Dt mua cho bố dùng nên thấy khá ổn. Cảm ứng hơi rít và chậm. Hy vọng dùng được lâu,,5,1606135391,2693593903
t*****6,Giao hàng hơi lâu. Shop đã kích hoạt bảo hành cho mình sau khi nhận được,,5,1606356771,2693593903
phamngan101212,sản phẩm như quảng  cáo,,5,1608285694,6230153207
linhi001,"điện thoại xài rất tốt, rất đẹp, mỏng nhẹ. lướt tốt, pin trâu, chụp hình sắc nét. kèm cục sạc nhanh, nặng chắc tay, tốt. điện thoại rẻ và rất tốt nha. cảm ơn shop",,5,1610646639,6230153207
suna0710,Sản phẩm ok. Máy mới full box. Giao hàng nhanh. Shop phục vụ tốt.. Ủng hộ shop chưa thất vọng lần nào... ,,5,1606485625,6230153207
phongggg_98,Đẹp lắm nha😀😀😀😀😀😀😀😀😀,,5,1606746473,6230153207
d*****7,Tốt.mua thêm cái nữa còn hàng chất lượng vậy không và có tặng gì k shop,,5,1606437407,6230153207
r3nkulixe1,"Shop uy tín, tư vấn tuyệt vời",,5,1605614633,6230153207
t*****u,"Màu xanh k lên đc như trên ảnh nhưng cũng đẹp, máy mượt nhìn đẹp, shop gói hàng cẩn thận và giao nhanh. ",,5,1610952904,3640138830
nguyenthu88ht,,,5,1608430645,3640138830
tinhyeubautroi,Ok,,5,1609999076,3640138830
baoanh1603,,,5,1608973150,3640138830
thuynguyenquy,,,5,1608431365,3640138830
thuynguyenquy,,,5,1608431351,3640138830
thuankg001,,,5,1585021156,3617078926
luonghongphuc,,,5,1582195818,3617078926
edwardnguyen,"Hàng chính hãng, máy mới nguyên seal. Tks shop giá quá tốt!!!",,5,1583380220,3617078926
younhao,Thời gian giao hàng nhanh. Nói chung xài cũng ok. Máy đẹp. Có gì đánh giá sau nữa,,5,1582695784,3617078926
tue_giac,Nói chung mới nhận nhìn thấy ôk. Chưa dùng thử chưa biết,,5,1582968291,3617078926
dientuthuandao,Hàng nguyên seal,,5,1582963502,3617078926
huuhienlc,"Loa dùng thấy rè lắm, pin sạc bình thường thôi chứ không nhanh lắm đâu, giao hàng rất chậm",,3,1583071495,3617078926
bichluannguyen,,,5,1610353216,3617078926
s*****y,"Đã nhận được hàng!
Máy mới cứng!
Dùng rất mượt
Đung màu yêu cầu!",,5,1602583034,6230153207
tranchautuan6195,"Ổn định , nguyên Seal , vì giá rẻ hơn so với gía gốc nên việc kích hoạt BH trước 20 ngày là chuyện bình thường",,5,1601258538,6230153207
ngocgam77,"Máy mới nguyên siu,nhờ shop kích hoạt bảo hành giúp nhé!!!!!",,5,1602035328,6230153207
meovn,"Sản phẩm giống miêu tả, giao hàng nhanh, chờ sử dụng thêm để đánh giá rõ hơn.",,5,1601604405,6230153207
hoahongxau,"Mua cho ba, nhìn đẹp với tầm giá, giao đúng màu, mình chưa dùng nhưng nhìn chung ổn",,5,1600169404,6230153207
danhnhan999999,,,5,1599887969,6230153207
cdgiangmlay,,,5,1608724356,6365780389
mydung8385,Giao hàng nhanh.chủ shop nhiệt tình.hàng chín hãng.mua đc giá rẻ ,,5,1579358185,7502590024
hoai.anh.nguyen,"Đã nhận được hàng đầy đủ, đóng gói cẩn thận khi giao. Hài lòng.",,5,1580129032,7502590024
buidenb1234,"Đang sử dụng Vivo Y11 cảm thấy ổn....ko biết 2 , 3 tháng sau còn chạy tốt nhưng bạn đầu ko???",,5,1582542702,7502590024
phamdung15102001,"Ổn, tuỵet vôiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii",,5,1589968175,7502590024
thaothao3333333,"Đt lag, cấu hình k giống đt ardoir , ",,1,1590297572,7502590024
nga072099,Giao hàng hơi lâu,,5,1592654972,7502590024
wwxl2g4qwpa85dwyhxqqw3emuxuk,"shop giao đúng hàng, điện thoại đẹp , có phiểu bảo hành",,5,1603587728,7502590024
aetldmlgbg,Ok ydiydykdhchkddyiddgjstjdhmdkjrdgjxgmsfjsjgjgmxgstsjgxhmdtjetidhchmxtisgkxcmbchkfueyidkhdmhxmhdyke eitshkxdhlsyidhmf,,5,1599114446,7502590024
thanhan.mobile,Quá đẹp trong tầm giá,,5,1594439328,7502590024
van109anh,"Sản phẩm mới 100%🥰
Nguyên seal đủ phụ kiện tiếc là ko có tai nghe 🙄
Pin khá ok loa to🤩 ko lỗi lầm j😍
",,5,1581124527,7502590024
myphamenesti,"Hàng mới nguyên seal, giao hàng nhanh, mong là bảo hành đầy đủ",,5,1578554337,7502590024
thkhanhkien,"Máy còn nguyên seal , bảo hành chính hãng đúng ngày bán . Sẽ ủng hộ shop .",,5,1581741164,7502590024
_duaw_,"Chất lượng tuyệt vời
Đóng gói sản phẩm kĩ càng 
Shop phục vụ tốt 
Rất đáng tiền",,5,1581334531,7502590024
maitran12345abc,Hiện tại dùng khá tốt . ,,5,1584458586,7502590024
buidatkute2000,"giao hàng chậm,shop phục vụ tốt
",,5,1581082329,7502590024
.angelachayhop.,,,5,1581499386,7502590024
up59apdmfa,"Máy tốt, chất lượng. ",,5,1591334860,7502590024
thaitran12042005,"Giống như trên

",,5,1581056243,7502590024
cdgiangmlay,,,5,1608260621,3640138830
vumai1987,,,5,1607414417,3640138830
huynhthihuyenvi,,,5,1605664684,3640138830
llltrang,Ổn,,5,1610809476,7353912449
l*****g,"Đóng gói cẩn thận, giao hàng nhanh, ốp lưng đẹp, shop nhiệt tình.",,5,1610115389,7353912449
